filepath_a,filepath_b,sources,is_audit_near_candidate,is_filename_neighbor,existing_dhash_distance,dhash_distance,phash_a,phash_b,phash_distance,normalized_pixel_mae,color_histogram_intersection,category,category_label,review_status,filename_a,class_a,split_a,sha256_a,filename_b,class_b,split_b,sha256_b,cross_split,split_combination,class_comparison,same_class_date,filename_number_gap
dataset/test/Algal leaf spot/2025_12_21_IMG (119).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (120).JPG,audit_near_candidate|filename_neighbor,True,True,5.0,5,6a359c469bcc83c9,6b359c4693cc92c9,4,0.01755674183368683,0.9706217447916666,C,probable near duplicate,requires human verification,2025_12_21_IMG (119).JPG,Algal leaf spot,test,5f85c280d4ddfe68e5eae343584b3d6e8a94b6192b4180ab42ddba48cd131c96,2025_12_21_IMG (120).JPG,Algal leaf spot,train,fbe880fb61b35acadc63df2a8e3ac6abbb43b6e2b57e9023fb754710b2d5b18a,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (134).JPG,filename_neighbor,False,True,,35,219bc6398ec99c2d,6ac295a59394d8da,34,0.16264104843139648,0.5098470052083334,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (135).JPG,Algal leaf spot,test,49fad4da16ea394ece9e4998fb33ea064c16e63b376e644cc5f9b76db9740777,2025_12_21_IMG (134).JPG,Algal leaf spot,train,66a506d32f483333bdf9d1f7a04a1440dd536a307e658e2603ab71b18ea7b297,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (137).JPG,audit_near_candidate,True,False,1.0,1,219bc6398ec99c2d,319bc6398ec99c64,4,0.013406352140009403,0.9121907552083334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (135).JPG,Algal leaf spot,test,49fad4da16ea394ece9e4998fb33ea064c16e63b376e644cc5f9b76db9740777,2025_12_21_IMG (137).JPG,Algal leaf spot,train,c7baf52722a1e247c7cb2a7386d3a27cb82a9764352ac3a9ed306af726f5a0bd,True,train-test,Algal leaf spot,True,2.0
dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (136).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,219bc6398ec99c2d,219bc6398ec98c6d,2,0.014946512877941132,0.9208170572916666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (135).JPG,Algal leaf spot,test,49fad4da16ea394ece9e4998fb33ea064c16e63b376e644cc5f9b76db9740777,2025_12_21_IMG (136).JPG,Algal leaf spot,val,0acdd2d557512de522a3ee1ce5337d70d53a9a189a1e0e6876012133e7889dd7,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (135).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,audit_near_candidate,True,False,2.0,2,219bc6398ec99c2d,319bc7398ec98c2c,4,0.01670623943209648,0.912841796875,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (135).JPG,Algal leaf spot,test,49fad4da16ea394ece9e4998fb33ea064c16e63b376e644cc5f9b76db9740777,2025_12_21_IMG (138).JPG,Algal leaf spot,val,c1e63022e03c2c8a08dc713e62f157bc441f0d952f918c0183e8e6437a10b746,True,val-test,Algal leaf spot,True,3.0
dataset/test/Algal leaf spot/2025_12_21_IMG (139).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (140).JPG,filename_neighbor,False,True,,8,2fc0948dda3e29e1,2fc09485da1e99f8,8,0.05158420279622078,0.8683268229166666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (139).JPG,Algal leaf spot,test,3f261f6ec0a49ee866eedfa6563dd0d33eb5eb0c564156af592d19ee78ea3ae9,2025_12_21_IMG (140).JPG,Algal leaf spot,train,00f9e6ede44cfb4e3f83d37a293cdee9f86f3e86696f6e368e2dd4502c9b5c87,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (139).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (138).JPG,filename_neighbor,False,True,,33,2fc0948dda3e29e1,319bc7398ec98c2c,36,0.1545298546552658,0.449951171875,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (139).JPG,Algal leaf spot,test,3f261f6ec0a49ee866eedfa6563dd0d33eb5eb0c564156af592d19ee78ea3ae9,2025_12_21_IMG (138).JPG,Algal leaf spot,val,c1e63022e03c2c8a08dc713e62f157bc441f0d952f918c0183e8e6437a10b746,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (141).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (140).JPG,filename_neighbor,False,True,,37,32bcc331ccc3ccc6,2fc09485da1e99f8,36,0.1868658810853958,0.3875325520833333,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (141).JPG,Algal leaf spot,test,fa8c66ed153648b5f1e283b07c016110feca94f3c08f9ac965bc1a23413b5896,2025_12_21_IMG (140).JPG,Algal leaf spot,train,00f9e6ede44cfb4e3f83d37a293cdee9f86f3e86696f6e368e2dd4502c9b5c87,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (141).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (142).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,32bcc331ccc3ccc6,32bcc331ccc3ccc6,0,0.008538858033716679,0.9608561197916666,C,probable near duplicate,requires human verification,2025_12_21_IMG (141).JPG,Algal leaf spot,test,fa8c66ed153648b5f1e283b07c016110feca94f3c08f9ac965bc1a23413b5896,2025_12_21_IMG (142).JPG,Algal leaf spot,train,e002ddd5a2a886a74d6d51e45c525c3d129bd59a5b263d2bb4a4e1358f4ba9e3,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (143).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (142).JPG,filename_neighbor,False,True,,27,3af4e490c463ca8f,32bcc331ccc3ccc6,18,0.18511636555194855,0.4303385416666667,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (143).JPG,Algal leaf spot,test,ac1c63e2f9b4f7d56eb787e413f05ca15e63bd971688e1abfc72fe69f613b033,2025_12_21_IMG (142).JPG,Algal leaf spot,train,e002ddd5a2a886a74d6d51e45c525c3d129bd59a5b263d2bb4a4e1358f4ba9e3,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (143).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (144).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,3af4e490c463ca8f,3ad4f590c463ca87,4,0.019499018788337708,0.9651692708333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (143).JPG,Algal leaf spot,test,ac1c63e2f9b4f7d56eb787e413f05ca15e63bd971688e1abfc72fe69f613b033,2025_12_21_IMG (144).JPG,Algal leaf spot,train,fda2b98547491a2434100624bb0a9c49319ea1b0c8e15efa4fab616de233d50e,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (146).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (145).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,3ad4f590c06bcb0d,3ad4f590c06bcb0d,0,0.011094835586845875,0.9751790364583334,C,probable near duplicate,requires human verification,2025_12_21_IMG (146).JPG,Algal leaf spot,test,729e9851af857b7d07af02f576691c30ace7f89d6fd69e0c0a16c49fd3024757,2025_12_21_IMG (145).JPG,Algal leaf spot,val,1e632b0c31824d9d826208b9144f60c27ffc25214c7817009b29d3373c595fa3,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (146).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (147).JPG,filename_neighbor,False,True,,28,3ad4f590c06bcb0d,6895851ecb703c67,30,0.16181416809558868,0.599853515625,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (146).JPG,Algal leaf spot,test,729e9851af857b7d07af02f576691c30ace7f89d6fd69e0c0a16c49fd3024757,2025_12_21_IMG (147).JPG,Algal leaf spot,val,1f619b0fb4f19daf7cae35b8f9fec7a44537e761983a1cb0b7e1c674076f56dc,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (150).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (149).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,6a958556da699865,68958556db699865,2,0.022384025156497955,0.9763997395833334,C,probable near duplicate,requires human verification,2025_12_21_IMG (150).JPG,Algal leaf spot,test,5566ce5b04be7023d31944a5073b5a9ee408a19e19f0b7f5d4c64d04bb79152c,2025_12_21_IMG (149).JPG,Algal leaf spot,train,37e9e413c13788cfb792f53cee3ee17d400a9c66d83ea050a354e633dd552485,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (150).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (151).JPG,filename_neighbor,False,True,,20,6a958556da699865,79c1821e9e58d371,22,0.10721220821142197,0.693359375,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (150).JPG,Algal leaf spot,test,5566ce5b04be7023d31944a5073b5a9ee408a19e19f0b7f5d4c64d04bb79152c,2025_12_21_IMG (151).JPG,Algal leaf spot,val,b680727bf0042841591e7898807f4c45d74f5f1730d197bf2e060fe52b31d8e3,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (156).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (157).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,6fc0941fda32612b,6bc0951fda32612b,2,0.012268942780792713,0.9622395833333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (156).JPG,Algal leaf spot,test,1c864aef8055431a9435bf3c28f22cf8c7960e539cbae2b164c28f34ce540d32,2025_12_21_IMG (157).JPG,Algal leaf spot,train,4d2e16c9a10dff0558e575876e4b44eee887a86670c02b719d364a2b7fb83014,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (156).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (158).JPG,audit_near_candidate,True,False,1.0,1,6fc0941fda32612b,6fc0941fda32612b,0,0.01321518886834383,0.962158203125,C,probable near duplicate,requires human verification,2025_12_21_IMG (156).JPG,Algal leaf spot,test,1c864aef8055431a9435bf3c28f22cf8c7960e539cbae2b164c28f34ce540d32,2025_12_21_IMG (158).JPG,Algal leaf spot,train,43d5b7b32c05f76518030b392b1c069b8c296541c1acdf0b530b6bb8afec4b43,True,train-test,Algal leaf spot,True,2.0
dataset/test/Algal leaf spot/2025_12_21_IMG (156).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (155).JPG,filename_neighbor,False,True,,26,6fc0941fda32612b,6a95816e27a19ac7,36,0.13162659108638763,0.587890625,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (156).JPG,Algal leaf spot,test,1c864aef8055431a9435bf3c28f22cf8c7960e539cbae2b164c28f34ce540d32,2025_12_21_IMG (155).JPG,Algal leaf spot,val,b63a65687f3bebdac504f229a821988e6d7d9bf1e0e95efb79ddcfd4002e1f80,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (162).JPG,audit_near_candidate|filename_neighbor,True,True,2.0,2,6b95d06a0d2572ba,6b95d06a0d2572ba,0,0.010496770031750202,0.9732259114583334,C,probable near duplicate,requires human verification,2025_12_21_IMG (163).JPG,Algal leaf spot,test,c812dff7f4d4c0e8f1e6a0767865fe4043513239589cab5ef1dd682c528a6234,2025_12_21_IMG (162).JPG,Algal leaf spot,train,26896423f510c2838fd47f1c06e81317569f9e3ec1a3478f19d236a900167d9b,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (164).JPG,filename_neighbor,False,True,,38,6b95d06a0d2572ba,2a4a95352ad675c9,36,0.17945389449596405,0.3780924479166667,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (163).JPG,Algal leaf spot,test,c812dff7f4d4c0e8f1e6a0767865fe4043513239589cab5ef1dd682c528a6234,2025_12_21_IMG (164).JPG,Algal leaf spot,train,eec1e5ed6db9c7f0014226bd4d798950423c9f0ceb35e0f44fc06ee56b272078,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (26).JPG,audit_near_candidate,True,False,3.0,3,6b95d06a0d2572ba,6b95d04a2d2572ba,2,0.02459884248673916,0.97265625,C,probable near duplicate,requires human verification,2025_12_21_IMG (163).JPG,Algal leaf spot,test,c812dff7f4d4c0e8f1e6a0767865fe4043513239589cab5ef1dd682c528a6234,2025_12_21_IMG (26).JPG,Algal leaf spot,train,be75c1cf537b5ade1b5d94280105576646ceb0af6bf96e081ac65d5b1484f1a6,True,train-test,Algal leaf spot,True,137.0
dataset/test/Algal leaf spot/2025_12_21_IMG (163).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (27).JPG,audit_near_candidate,True,False,6.0,6,6b95d06a0d2572ba,6ab5d04a2d0f74b2,10,0.039121221750974655,0.9568684895833334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (163).JPG,Algal leaf spot,test,c812dff7f4d4c0e8f1e6a0767865fe4043513239589cab5ef1dd682c528a6234,2025_12_21_IMG (27).JPG,Algal leaf spot,train,b03e3ac900e7566574741f440bdb8bc1664203405418cb0c33fd165475c5f3c8,True,train-test,Algal leaf spot,True,136.0
dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (168).JPG,audit_near_candidate,True,False,6.0,6,343cc370cfc38c93,346cc3628fc79c92,8,0.03874240443110466,0.7584635416666666,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (170).JPG,Algal leaf spot,test,6c90f7b612c70542dbf57f65176a27acab6119765f62804d668acc64554cb19b,2025_12_21_IMG (168).JPG,Algal leaf spot,train,8080324ac1052599ef6caefa62fb43584f047b99f5ed210625d33dc7662896a2,True,train-test,Algal leaf spot,True,2.0
dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (169).JPG,audit_near_candidate|filename_neighbor,True,True,3.0,3,343cc370cfc38c93,342cc330cfc39cd3,4,0.033887993544340134,0.85498046875,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (170).JPG,Algal leaf spot,test,6c90f7b612c70542dbf57f65176a27acab6119765f62804d668acc64554cb19b,2025_12_21_IMG (169).JPG,Algal leaf spot,train,f5ef2f60090e0806750d3ac3c58b5cf460e67ef92d936e18a98d1fd3e1b15bfd,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (171).JPG,audit_near_candidate|filename_neighbor,True,True,1.0,1,343cc370cfc38c93,343cc3728fc38c93,2,0.0057853348553180695,0.9710286458333334,C,probable near duplicate,requires human verification,2025_12_21_IMG (170).JPG,Algal leaf spot,test,6c90f7b612c70542dbf57f65176a27acab6119765f62804d668acc64554cb19b,2025_12_21_IMG (171).JPG,Algal leaf spot,train,f333e46566083f572a1491f542cb6bef082c7152117772c01472c62d13bc50e2,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (170).JPG,dataset/train/Healthy leaf/2025_11_21_IMG (283).JPG,audit_near_candidate,True,False,6.0,6,343cc370cfc38c93,34e5d276c38683c6,22,0.10635467618703842,0.3789876302083333,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (170).JPG,Algal leaf spot,test,6c90f7b612c70542dbf57f65176a27acab6119765f62804d668acc64554cb19b,2025_11_21_IMG (283).JPG,Healthy leaf,train,f38c795ecad07627c15044da873aa76f3037448118b6dd333a1d15ca98b9b9dd,True,train-test,Algal leaf spot <> Healthy leaf,False,113.0
dataset/test/Algal leaf spot/2025_12_21_IMG (172).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (171).JPG,filename_neighbor,False,True,,29,2a6ac095bf9a30e5,343cc3728fc38c93,32,0.14745678007602692,0.777099609375,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (172).JPG,Algal leaf spot,test,675fd3e26b23d60041c7b29aaef9429a65656bef0f5b3d734b373d7fbca9f649,2025_12_21_IMG (171).JPG,Algal leaf spot,train,f333e46566083f572a1491f542cb6bef082c7152117772c01472c62d13bc50e2,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (172).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (173).JPG,audit_near_candidate|filename_neighbor,True,True,4.0,4,2a6ac095bf9a30e5,2a6ad095bf9a3065,2,0.02075929194688797,0.9068196614583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (172).JPG,Algal leaf spot,test,675fd3e26b23d60041c7b29aaef9429a65656bef0f5b3d734b373d7fbca9f649,2025_12_21_IMG (173).JPG,Algal leaf spot,train,fde3823a2f8dc3a00447ec5bc68f6b9f29814a514901e2c5ff686f364ff5abdb,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (186).JPG,audit_near_candidate,True,False,5.0,5,3464d036c336cbf2,3664d036c332cb73,4,0.02232019603252411,0.9134114583333334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (188).JPG,Algal leaf spot,test,e3c746768774f126a389923b363ee1766e2b0d975761efacf1e7d41a87c416cf,2025_12_21_IMG (186).JPG,Algal leaf spot,train,5cece352ce25f335ac9a43d2dd136f79f82b7e5fc2ad8295b063e9c416f3a79f,True,train-test,Algal leaf spot,True,2.0
dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (189).JPG,filename_neighbor,False,True,,13,3464d036c336cbf2,3664d036c133cf93,8,0.05190078541636467,0.9068196614583334,D,visually similar but uncertain,requires human verification,2025_12_21_IMG (188).JPG,Algal leaf spot,test,e3c746768774f126a389923b363ee1766e2b0d975761efacf1e7d41a87c416cf,2025_12_21_IMG (189).JPG,Algal leaf spot,train,a1cd2bd528b27c9144464dd897a4f609b1528fdd6473d9d1feaee91e1ce9f16a,True,train-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (195).JPG,audit_near_candidate,True,False,5.0,5,3464d036c336cbf2,3dc1d087c38fc30e,22,0.05148718133568764,0.84814453125,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (188).JPG,Algal leaf spot,test,e3c746768774f126a389923b363ee1766e2b0d975761efacf1e7d41a87c416cf,2025_12_21_IMG (195).JPG,Algal leaf spot,train,bbd0f0a312f26bd97a226d31839d21284c05023166be78effc9599e83683b999,True,train-test,Algal leaf spot,True,7.0
dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/train/Greening/2025_12_21_IMG (235).JPG,audit_near_candidate,True,False,6.0,6,3464d036c336cbf2,35e4d2c6c31a8f1a,16,0.0688869059085846,0.7237955729166666,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (188).JPG,Algal leaf spot,test,e3c746768774f126a389923b363ee1766e2b0d975761efacf1e7d41a87c416cf,2025_12_21_IMG (235).JPG,Greening,train,69301f5357e6d3d5f74bb5d30fb36a6f726585f4493c2cc5848c7160f4fff019,True,train-test,Algal leaf spot <> Greening,False,47.0
dataset/test/Algal leaf spot/2025_12_21_IMG (188).JPG,dataset/val/Algal leaf spot/2025_12_21_IMG (187).JPG,audit_near_candidate|filename_neighbor,True,True,5.0,5,3464d036c336cbf2,3664d036c332cb73,4,0.019720498472452164,0.9403483072916666,C,probable near duplicate,requires human verification,2025_12_21_IMG (188).JPG,Algal leaf spot,test,e3c746768774f126a389923b363ee1766e2b0d975761efacf1e7d41a87c416cf,2025_12_21_IMG (187).JPG,Algal leaf spot,val,b2becd318e0f768b22717514f02ce73597d209ec195b0c02bdd34c7f4f76904b,True,val-test,Algal leaf spot,True,1.0
dataset/test/Algal leaf spot/2025_12_21_IMG (190).JPG,dataset/train/Algal leaf spot/2025_12_21_IMG (189).JPG,filename_neighbor,False,True,,36,6b4b872d9ca59894,3664d036c133cf93,36,0.19913353025913239,0.7381184895833334,E,weak candidate / likely false positive,requires human verification,2025_12_21_IMG (190).JPG,Algal leaf spot,test,ea16a9bd4d2abd884131bc437c993efe14bfb00c098109b268c12d8ad8a089f3,2025_12_21_IMG (189).JPG,Algal leaf spot,train,a1cd2bd528b27c9144464dd897a4f609b1528fdd6473d9d1feaee91e1ce9f16a,True,train-test,Algal leaf spot,True,1.0
